,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
512,37430,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,11,1,2.3,11,1,1,0,215
513,37431,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,11,1,2.4,11,1,1,0,215
514,37432,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,15,1,2.5,15,1,5,0,215
515,37433,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,19,1,2.6,19,1,9,0,215
516,37439,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,30,1,3.6,30,1,11,9,215
517,37447,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,39,1,5.1,38,1,19,9,215
518,37448,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,40,1,5.2,39,1,19,10,215
519,37451,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,42,1,5.4,31,1,20,10,215
520,37452,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,42,1,5.5,31,1,20,10,215
521,37453,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,42,1,5.6,31,1,20,10,215
522,37456,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,47,1,6.3,36,1,21,14,215
523,37457,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,48,1,6.4,37,1,21,15,215
524,37461,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,56,1,7.2,45,0,25,19,215
525,37462,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,56,1,7.3,41,0,25,19,215
526,37463,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,62,1,7.4,43,0,25,25,215
527,37464,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,63,1,7.5,42,0,26,25,215
528,37468,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,65,1,8.3,35,0,27,26,215
529,37469,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,66,1,8.4,36,0,27,27,215
530,37472,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Y Venugopal Rao,66,1,9.1,32,0,27,27,215
531,37473,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Y Venugopal Rao,67,1,9.2,33,0,28,27,215
532,37476,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Y Venugopal Rao,78,1,9.5,39,0,34,32,215
533,37477,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Y Venugopal Rao,79,1,9.6,40,0,35,32,215
534,37478,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,80,1,10.1,40,0,36,32,215
535,37481,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,81,1,10.4,39,0,36,33,215
536,37482,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,82,1,10.5,40,0,37,33,215
537,37485,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,84,1,11.2,41,0,37,35,215
538,37486,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,85,1,11.3,38,0,38,35,215
539,37488,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,92,1,11.5,42,0,44,36,215
540,37489,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,96,1,11.6,45,0,48,36,215
541,37491,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,101,1,12.2,45,0,52,37,215
542,37492,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,101,1,12.3,45,0,52,37,215
543,37493,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,103,1,12.4,41,0,54,37,215
544,37494,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,107,1,12.5,44,0,58,37,215
545,37495,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,108,1,12.6,44,0,59,37,215
546,37496,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,109,1,13.1,45,0,60,37,215
547,37498,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,116,1,13.3,51,0,66,38,215
548,37499,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,116,1,13.4,50,0,66,38,215
549,37500,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,122,1,13.5,56,0,72,38,215
550,37501,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,128,1,13.6,62,0,78,38,215
551,37503,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,130,1,14.2,63,0,79,39,215
552,37506,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,136,1,14.5,58,0,80,44,215
553,37509,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,144,1,15.2,64,0,86,46,215
554,37510,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,150,1,15.3,69,0,92,46,215
555,37511,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,156,1,15.4,75,0,98,46,215
556,37512,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,P Negi,157,1,15.5,75,0,99,46,215
557,37514,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,160,1,16.1,76,0,100,48,215
558,37516,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,168,1,16.2,83,0,106,49,215
559,37517,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,174,1,16.3,88,0,112,49,215
560,37518,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,175,1,16.4,83,0,113,49,215
561,37524,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,187,1,17.4,80,0,119,55,215
562,37525,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,AD Russell,188,1,17.5,80,0,120,55,215
563,37528,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,191,1,18.2,75,0,121,57,215
564,37535,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,204,1,19.2,69,0,121,69,215
565,37536,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,210,1,19.3,74,0,127,69,215
566,37537,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,VR Aaron,211,1,19.4,74,0,128,69,215
567,38781,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,0,0,0.1,0,0,0,0,156
568,38782,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,0,0,0.2,0,0,0,0,156
569,38783,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,1,0,0.3,1,0,1,0,156
570,38787,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,1,0,1.1,1,0,1,0,156
571,38788,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,2,0,1.2,2,0,2,0,156
572,38793,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,3,0,2.1,3,0,3,0,156
573,38798,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,9,1,2.5,9,1,5,3,156
574,38799,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,9,1,2.6,9,1,5,3,156
575,38812,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,29,2,5.0,29,2,3,0,156
576,38813,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,30,2,5.1,29,2,4,0,156
577,38817,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,31,2,5.5,30,2,4,1,156
578,38818,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,31,2,5.6,29,2,4,1,156
579,38823,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,32,3,6.5,29,3,4,1,156
580,38824,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,36,3,6.6,33,2,4,1,156
581,38829,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,38,3,7.4,29,2,4,2,156
582,38830,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,40,3,7.5,31,2,6,2,156
583,38831,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,44,3,7.6,35,2,10,2,156
584,38833,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,45,3,8.2,30,2,10,3,156
585,38834,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,45,3,8.3,30,2,10,3,156
586,38835,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,49,3,8.4,33,2,14,3,156
587,38836,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,55,3,8.5,35,2,20,3,156
588,38837,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,56,3,8.6,32,2,21,3,156
589,38838,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,57,3,9.1,33,2,22,3,156
590,38842,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,59,3,9.5,30,1,23,4,156
591,38844,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,59,3,10.1,29,1,23,4,156
592,38845,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,63,3,10.2,33,1,27,4,156
593,38846,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,69,3,10.3,38,1,33,4,156
594,38847,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,73,3,10.4,42,1,37,4,156
595,38848,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,74,3,10.5,43,1,38,4,156
596,38850,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,74,3,11.1,43,0,38,4,156
597,38851,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,74,3,11.2,43,0,38,4,156
598,38852,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,75,3,11.3,43,0,39,4,156
599,38856,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,79,4,12.1,43,1,43,0,156
600,38857,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,79,4,12.2,42,1,43,0,156
601,38858,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,80,4,12.3,42,1,44,0,156
602,38861,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JJ Bumrah,82,5,12.6,38,2,45,1,156
603,38862,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,82,5,13.1,37,2,45,1,156
604,38863,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,83,5,13.1,38,2,45,1,156
605,38864,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,83,5,13.2,38,2,45,1,156
606,38865,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,87,5,13.3,38,2,49,1,156
607,38866,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,88,5,13.4,33,2,50,1,156
608,38868,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,93,5,13.6,36,2,54,2,156
609,38872,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,95,5,14.3,36,2,54,3,156
610,38873,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MG Johnson,96,5,14.4,37,2,55,3,156
611,38876,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,100,5,15.1,31,2,55,7,156
612,38877,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,106,5,15.2,33,2,61,7,156
613,38878,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,106,5,15.3,32,2,61,7,156
614,38879,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,106,5,15.4,32,2,61,7,156
615,38880,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,106,5,15.5,32,2,61,7,156
616,38881,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,106,5,15.6,32,2,61,7,156
617,38889,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,120,5,17.2,40,0,65,13,156
618,38890,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,121,5,17.3,40,0,66,13,156
619,38892,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,126,5,17.5,44,0,70,14,156
620,38893,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,132,5,17.6,49,0,76,14,156
621,38897,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,138,5,18.4,49,0,77,18,156
622,38899,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,JDP Oram,140,5,18.6,46,0,77,19,156
623,38900,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,140,5,19.1,46,0,77,19,156
624,38901,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,144,5,19.2,49,0,81,19,156
625,38902,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,145,5,19.3,50,0,82,19,156
626,38904,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,150,5,19.5,50,0,86,19,156
627,38905,315,04/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,156,5,19.6,56,0,92,19,156
628,39397,320,07/04/2013,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,DW Steyn,1,0,0.1,1,0,1,0,130
629,39404,320,07/04/2013,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,GH Vihari,8,1,1.1,8,1,2,1,130
630,40381,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,0,0,0.1,0,0,0,0,165
631,40382,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,0,0,0.2,0,0,0,0,165
632,40383,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,0,0,0.3,0,0,0,0,165
633,40384,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,0,0,0.4,0,0,0,0,165
634,40385,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,0,0,0.5,0,0,0,0,165
635,40386,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,1,0,0.5,1,0,0,0,165
636,40387,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DP Nannes,5,0,0.6,5,0,4,0,165
637,40389,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,CH Morris,6,0,1.2,6,0,4,1,165
638,40390,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,CH Morris,6,0,1.3,6,0,4,1,165
639,40391,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,CH Morris,6,0,1.4,6,0,4,1,165
640,40392,328,13/04/2013,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,CH Morris,6,1,1.5,6,1,4,1,165
641,42229,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,0,0,0.1,0,0,0,0,263
642,42230,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,0,0,0.2,0,0,0,0,263
643,42231,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,1,0,0.3,1,0,1,0,263
644,42235,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,7,0,1.1,7,0,5,2,263
645,42236,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,11,0,1.2,11,0,9,2,263
646,42237,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,11,0,1.3,11,0,9,2,263
647,42238,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,16,0,1.3,16,0,13,2,263
648,42239,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,20,0,1.4,20,0,17,2,263
649,42240,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,20,0,1.5,20,0,17,2,263
650,42241,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,24,0,1.6,24,0,21,2,263
651,42248,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AB Dinda,29,0,3.1,29,0,22,6,263
652,42254,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,MR Marsh,39,0,4.1,39,0,28,10,263
653,42255,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,MR Marsh,45,0,4.2,45,0,34,10,263
654,42256,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,MR Marsh,49,0,4.3,49,0,38,10,263
655,42257,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,MR Marsh,49,0,4.4,49,0,38,10,263
656,42258,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,MR Marsh,55,0,4.5,55,0,44,10,263
657,42259,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,MR Marsh,61,0,4.6,61,0,50,10,263
658,42267,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AG Murtaza,66,0,6.1,55,0,54,10,263
659,42268,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AG Murtaza,72,0,6.2,56,0,60,10,263
660,42269,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AG Murtaza,73,0,6.3,53,0,61,10,263
661,42271,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AG Murtaza,80,0,6.5,56,0,67,10,263
662,42272,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AG Murtaza,80,0,6.6,56,0,67,10,263
663,42274,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AJ Finch,87,0,7.2,63,0,73,11,263
664,42275,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AJ Finch,93,0,7.3,69,0,79,11,263
665,42276,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AJ Finch,97,0,7.4,69,0,83,11,263
666,42277,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AJ Finch,103,0,7.5,75,0,89,11,263
667,42278,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AJ Finch,109,0,7.6,80,0,95,11,263
668,42281,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AB Dinda,114,0,8.3,81,0,95,16,263
669,42282,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AB Dinda,115,0,8.4,82,0,96,16,263
670,42284,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AB Dinda,123,0,8.5,84,0,102,17,263
671,42285,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AB Dinda,124,0,8.6,79,0,103,17,263
672,42286,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,124,0,9.1,75,0,103,17,263
673,42287,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,125,0,9.2,76,0,104,17,263
674,42289,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,127,0,9.4,66,0,105,18,263
675,42291,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,128,0,9.6,67,0,105,19,263
676,42294,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,134,0,10.3,72,0,106,24,263
677,42296,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,IC Pandey,136,0,10.5,74,0,107,25,263
678,42298,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,140,0,11.1,68,0,107,29,263
679,42299,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,140,0,11.2,67,0,107,29,263
680,42300,343,23/04/2013,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,LJ Wright,146,0,11.3,72,0,113,29,263
