,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
1240,71305,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,DS Kulkarni,114,0,11.4,60,0,71,41,213
1241,71306,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,DS Kulkarni,118,0,11.5,64,0,75,41,213
1242,71307,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,DS Kulkarni,119,0,11.5,64,0,75,41,213
1243,71308,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,DS Kulkarni,119,0,11.6,64,0,75,41,213
1244,71310,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,Basil Thampi,122,0,12.2,59,0,77,42,213
1245,71311,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,Basil Thampi,122,0,12.3,53,0,77,42,213
1246,71312,579,18/04/2017,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,Basil Thampi,122,1,12.4,47,1,77,42,213
1247,72469,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,0,0,0.1,0,0,0,0,134
1248,72470,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,1,0,0.2,1,0,1,0,134
1249,72473,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,3,0,0.5,3,0,1,1,134
1250,72475,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,Basil Thampi,3,0,1.1,3,0,1,1,134
1251,72476,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,Basil Thampi,4,0,1.2,4,0,2,1,134
1252,72481,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,11,0,2.1,11,0,7,3,134
1253,72484,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,13,0,2.3,13,0,7,3,134
1254,72485,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,13,0,2.4,13,0,7,3,134
1255,72486,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,13,0,2.5,13,0,7,3,134
1256,72487,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,NB Singh,17,0,2.6,17,0,7,7,134
1257,72490,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,Basil Thampi,20,0,3.2,20,0,8,8,134
1258,72495,589,27/04/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,CH Gayle,AJ Tye,22,2,4.1,22,2,8,0,134
1259,74306,604,07/05/2017,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle,UT Yadav,0,1,0.1,0,1,0,0,158
1260,75521,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,0,0,0.1,0,0,0,0,161
1261,75522,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,0,0,0.2,0,0,0,0,161
1262,75523,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,4,0,0.3,4,0,4,0,161
1263,75524,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,5,0,0.3,5,0,4,0,161
1264,75525,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,9,0,0.4,9,0,8,0,161
1265,75526,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,9,0,0.5,9,0,8,0,161
1266,75527,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,10,0,0.6,10,0,9,0,161
1267,75528,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,10,0,1.1,10,0,9,0,161
1268,75529,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,16,0,1.2,16,0,15,0,161
1269,75530,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,16,0,1.3,16,0,15,0,161
1270,75531,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,16,0,1.4,16,0,15,0,161
1271,75532,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,17,0,1.5,17,0,16,0,161
1272,75534,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,17,0,2.1,17,0,16,0,161
1273,75535,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,17,0,2.2,17,0,16,0,161
1274,75536,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,18,0,2.3,18,0,17,0,161
1275,75538,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,19,0,2.5,19,0,17,1,161
1276,75539,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Z Khan,19,0,2.6,19,0,17,1,161
1277,75543,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,26,0,3.4,26,0,23,2,161
1278,75544,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,27,0,3.5,27,0,24,2,161
1279,75546,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,PJ Cummins,28,0,4.1,28,0,25,2,161
1280,75548,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,PJ Cummins,30,0,4.3,30,0,26,3,161
1281,75552,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,34,1,5.1,34,1,30,0,161
1282,75553,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,35,1,5.2,31,1,31,0,161
1283,75556,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,36,1,5.5,27,1,31,1,161
1284,75557,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,Mohammed Shami,37,1,5.6,27,1,32,1,161
1285,75558,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,PJ Cummins,37,1,6.1,27,1,32,1,161
1286,75559,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,PJ Cummins,38,1,6.2,22,1,33,1,161
1287,75561,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,PJ Cummins,40,1,6.4,24,1,34,2,161
1288,75569,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,A Mishra,48,1,7.6,29,1,34,10,161
1289,75574,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,CJ Anderson,58,1,8.5,31,1,35,19,161
1290,75577,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,S Nadeem,61,1,9.2,32,1,36,21,161
1291,75583,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,CJ Anderson,68,1,10.2,33,0,37,27,161
1292,75586,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,CJ Anderson,70,1,10.5,34,0,38,28,161
1293,75589,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,A Mishra,78,1,11.2,40,0,44,30,161
1294,75590,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,A Mishra,79,1,11.3,40,0,45,30,161
1295,75595,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,CJ Anderson,92,1,12.2,49,0,46,42,161
1296,75597,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,CJ Anderson,94,1,12.4,47,0,47,43,161
1297,75599,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,CJ Anderson,96,1,12.6,48,0,48,44,161
1298,75600,614,14/05/2017,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,S Nadeem,96,2,13.1,42,1,48,44,161
